smiles,qed,scaffold_smiles,source
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)c(Br)cc(Br)c3nc2-1,0.295,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(Cl)cccc3nc2-1,0.512,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)c4c(cc3nc2-1)OCO4,0.358,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
c1coc(-c2cc(-c3ccco3)nc(-c3ccco3)c2)c1,0.536,c1coc(-c2cc(-c3ccco3)nc(-c3ccco3)c2)c1,train
c1coc(-c2cc(-c3ccco3)nc(-c3ccco3)c2)c1,0.536,c1coc(-c2cc(-c3ccco3)nc(-c3ccco3)c2)c1,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)c4c(cc3nc2-1)OCO4,0.358,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)c4c(cc3nc2-1)OCO4,0.358,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.495,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(Cl)cccc3nc2-1,0.512,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
C(=Cc1ccco1)c1cc(-c2ccco2)cc(-c2cccs2)n1,0.475,C(=Cc1ccco1)c1cc(-c2ccco2)cc(-c2cccs2)n1,train
C(=Cc1ccco1)c1cc(-c2ccco2)cc(-c2cccs2)n1,0.475,C(=Cc1ccco1)c1cc(-c2ccco2)cc(-c2cccs2)n1,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(Br)ccc3nc2-1,0.473,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(Cl)ccc3nc2-1,0.512,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(OC)cccc3nc2-1,0.537,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCCO4,0.482,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(O)cccc3nc2-1,0.499,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,0.493,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(N)ccc3nc2-1,0.393,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc([N+](=O)[O-])ccc3nc2-1,0.314,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cccnc2-1,0.676,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cccnc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(C(=O)O)ccc3nc2-1,0.499,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)c4c(cc3nc2-1)OCO4,0.358,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])c4c(cc3nc2-1)OCO4,0.282,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.487,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c4c(ccc3nc2-1)OCO4,0.493,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2c4c(ccc2nc1-3)OCO4,train
O=C(Nc1ccc(NC(=O)c2ccc(O)c(O)c2)cc1)c1ccc(O)c(O)c1,0.385,O=C(Nc1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1,train
O=C(Nc1nc2ccccc2s1)c1ccc(O)c(O)c1,0.632,O=C(Nc1nc2ccccc2s1)c1ccccc1,train
CC(=O)Oc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(OC(C)=O)cc3)cc2)cc1,0.449,O=C(Nc1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1,train
CC(=O)Oc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc(OC(C)=O)cc3)c2)cc1,0.449,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,train
CC(=O)Oc1cc(C(=O)Nc2ccccc2NC(=O)c2cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c2)cc(OC(C)=O)c1OC(C)=O,0.233,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,train
O=C(Nc1ccccc1NC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,0.301,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,train
O=C(Nc1ccccc1NC(=O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,0.385,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,train
O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,0.758,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,train
CC(=O)Oc1cc(C(=O)Nc2cccc(NC(=O)c3cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c3)c2)cc(OC(C)=O)c1OC(C)=O,0.233,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,train
O=C(Nc1nc2ccccc2s1)c1cc(O)c(O)c(O)c1,0.545,O=C(Nc1nc2ccccc2s1)c1ccccc1,train
O=C(Nc1ccccc1NC(=O)c1ccc(O)cc1)c1ccc(O)cc1,0.579,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,train
O=C(Nc1cccc(NC(=O)c2ccc(O)cc2)c1)c1ccc(O)cc1,0.579,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,train
O=C(Nc1cccc(NC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(O)c1,0.301,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,train
O=C(Nc1ccc(NC(=O)c2cc(O)c(O)c(O)c2)cc1)c1cc(O)c(O)c(O)c1,0.301,O=C(Nc1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1,train
O=C(Nc1cccc(NC(=O)c2ccc(O)c(O)c2)c1)c1ccc(O)c(O)c1,0.385,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,train
O=C(Nc1ccc(NC(=O)c2ccc(O)cc2)cc1)c1ccc(O)cc1,0.579,O=C(Nc1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1,train
CC(=O)Oc1cc(C(=O)Nc2ccc(NC(=O)c3cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c3)cc2)cc(OC(C)=O)c1OC(C)=O,0.233,O=C(Nc1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1,train
CC(=O)Oc1ccc(C(=O)Nc2ccccc2NC(=O)c2ccc(OC(C)=O)cc2)cc1,0.449,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,train
CC(=O)Oc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(OC(C)=O)c(OC(C)=O)c3)cc2)cc1OC(C)=O,0.312,O=C(Nc1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1,train
O=C(Nc1nc2ccccc2s1)c1ccc(O)cc1,0.751,O=C(Nc1nc2ccccc2s1)c1ccccc1,train
CC(=O)Oc1ccc(C(=O)Nc2ccccc2NC(=O)c2ccc(OC(C)=O)c(OC(C)=O)c2)cc1OC(C)=O,0.312,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,train
O=C(NC1=NCCS1)c1cc(O)c(O)c(O)c1,0.551,O=C(NC1=NCCS1)c1ccccc1,train
CC(=O)Oc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc(OC(C)=O)c(OC(C)=O)c3)c2)cc1OC(C)=O,0.312,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,train
O=C(Nc1ccccc1)c1cc(O)c(O)c(O)c1,0.609,O=C(Nc1ccccc1)c1ccccc1,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccccc32)C1=O,0.555,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccc(C)cc32)C1=O,0.547,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccc(Br)cc32)C1=O,0.485,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3cc(OC(F)(F)F)ccc32)C1=O,0.502,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccc(F)cc32)C1=O,0.54,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccc(I)cc32)C1=O,0.338,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccc([N+](=O)[O-])cc32)C1=O,0.305,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3c2ccc(F)c3C)C1=O,0.53,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(F)cc1c2C(=O)O,0.469,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3cc(F)c(F)cc32)C1=O,0.524,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCOC(=O)c1c2c(nc3cc4c(cc13)OCCO4)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,0.44,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccccc32)C1=O,0.555,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)N(C)c3ccccc32)C1=O,0.562,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3c(Cl)cccc32)C1=O,0.53,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(C)cc1c2C(=O)O,0.489,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cnc(Br)cc1c2C,0.36,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccncc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccc(F)cc32)C1=O,0.54,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccc(F)cc32)C1=O,0.54,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2C(=O)O,0.499,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccc(Cl)cc32)C1=O,0.53,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(F)cc1c2C(=O)O,0.485,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3cc(OC)ccc32)C1=O,0.549,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(F)cc1c2C(=O)O,0.485,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccccc32)C1=O,0.555,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3c(C)cccc32)C1=O,0.547,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3c2cc(C)cc3[N+](=O)[O-])C1=O,0.299,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3ccc(I)cc32)C1=O,0.338,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(I)cc1c2C(=O)O,0.309,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(F)cc1c2C(=O)O,0.485,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3c2cc(F)c(F)c3F)C1=O,0.39,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3cc(F)c(F)cc32)C1=O,0.524,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cccc(I)c1c2C(=O)O,0.309,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cnc(C#N)cc1c2C,0.493,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccncc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3cc4c(cc32)OCCO4)C1=O,0.483,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2cc4c(cc21)OCCO4)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC(=C2C(=O)Nc3cc(SC)ccc32)C1=O,0.418,O=C1Cc2cc3n(c(=O)c2CO1)CC(=C1C(=O)Nc2ccccc21)C3=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C(=O)O)OCCO3,0.436,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCCO4,train
CCC(O)C1=CC(=O)c2c(OC)ccc(OC)c2C1=O,0.907,O=C1C=CC(=O)c2ccccc21,train
CCCCCC(O)C1=CC(=O)c2c(OC)ccc(OC)c2C1=O,0.783,O=C1C=CC(=O)c2ccccc21,train
COc1ccc(OC)c2c1C(=O)C=C(C(C)O)C2=O,0.891,O=C1C=CC(=O)c2ccccc21,train
CCCC(=O)Nc1cn(COC)c(C(=O)Nc2cn(COC)c(C(=O)NCCOc3ccc4nc5c(cc4c3)Cn3c-5cc4c(c3=O)COC(=O)C4(O)CC)n2)n1,0.087,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCCNC(=O)c4nc(NC(=O)c5ncc[nH]5)c[nH]4)ccc2nc1-3,train
CCCCCCCC(O)C1=CC(=O)c2c(OC)ccc(OC)c2C1=O,0.69,O=C1C=CC(=O)c2ccccc21,train
CCCC(=O)Nc1cc(C(=O)Nc2cc(C(=O)NCCOc3ccc4nc5c(cc4c3)Cn3c-5cc4c(c3=O)COC(=O)C4(O)CC)n(COC)c2)n(COC)c1,0.087,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCCNC(=O)c4cc(NC(=O)c5ccc[nH]5)c[nH]4)ccc2nc1-3,train
COc1cc(C(C)O)c(OC)c2c1C(=O)C=CC2=O,0.897,O=C1C=CC(=O)c2ccccc21,train
CCCC(O)c1cc(OC)c2c(c1OC)C(=O)C=CC2=O,0.901,O=C1C=CC(=O)c2ccccc21,train
CCCC(O)C1=CC(=O)c2c(OC)ccc(OC)c2C1=O,0.899,O=C1C=CC(=O)c2ccccc21,train
CCCCCC(O)c1cc(OC)c2c(c1OC)C(=O)C=CC2=O,0.781,O=C1C=CC(=O)c2ccccc21,train
CCCCCCCC(O)c1cc(OC)c2c(c1OC)C(=O)C=CC2=O,0.683,O=C1C=CC(=O)c2ccccc21,train
Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,0.142,O=C(Nc1c[nH]c(C(=O)Nc2cc[nH]c2)c1)c1ccc[nH]1,train
CCOC(=O)c1cc(NOC(=O)COc2ccc3nc4c(cc3c2)Cn2c-4cc3c(c2=O)COC(=O)C3(O)CC)cn1COC,0.133,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCC(=O)ONc4cc[nH]c4)ccc2nc1-3,train
CCCC(=O)Nc1cn(COC)c(C(=O)NCCOc2ccc3nc4c(cc3c2)Cn2c-4cc3c(c2=O)COC(=O)C3(O)CC)n1,0.145,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCCNC(=O)c4ncc[nH]4)ccc2nc1-3,train
CCCCCCC(O)c1cc(OC)c2c(c1OC)C(=O)C=CC2=O,0.736,O=C1C=CC(=O)c2ccccc21,train
CCCCC(O)C1=CC(=O)c2c(OC)ccc(OC)c2C1=O,0.874,O=C1C=CC(=O)c2ccccc21,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCC(=O)ONc4cc(C(=O)Nc5cc(C(=O)Nc6cc(C(=O)NCCCN(C)C)n(COC)c6)n(COC)c5)n(COC)c4)ccc3nc2-1,0.039,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCC(=O)ONc4c[nH]c(C(=O)Nc5c[nH]c(C(=O)Nc6cc[nH]c6)c5)c4)ccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCCNC(=O)c4cc(NC(=O)CCCN(C)C)cn4COC)ccc3nc2-1,0.125,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCCNC(=O)c4ccc[nH]4)ccc2nc1-3,train
Cn1cc(NC(=O)c2cc(NC(=O)CNC(=N)N)cn2C)cc1C(=O)NCCC(=N)N,0.186,O=C(Nc1cc[nH]c1)c1ccc[nH]1,train
CCCCCCC(O)C1=CC(=O)c2c(OC)ccc(OC)c2C1=O,0.739,O=C1C=CC(=O)c2ccccc21,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCCNC(=O)c4cc(NC(=O)c5cc(NC(=O)c6ccc(NC(=O)CCCN(C)C)n6COC)cn5COC)cn4COC)ccc3nc2-1,0.051,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCCNC(=O)c4cc(NC(=O)c5cc(NC(=O)c6ccc[nH]6)c[nH]5)c[nH]4)ccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
COc1ccc(OC)c2c1C(=O)C=C(CO)C2=O,0.863,O=C1C=CC(=O)c2ccccc21,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCC(=O)O)ccc3nc2-1,0.474,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC(O)c1cc(OC)c2c(c1OC)C(=O)C=CC2=O,0.911,O=C1C=CC(=O)c2ccccc21,train
COc1cc(CO)c(OC)c2c1C(=O)C=CC2=O,0.868,O=C1C=CC(=O)c2ccccc21,train
CCCCC(O)c1cc(OC)c2c(c1OC)C(=O)C=CC2=O,0.875,O=C1C=CC(=O)c2ccccc21,train
CCOC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NOC(=O)COc4ccc5nc6c(cc5c4)Cn4c-6cc5c(c4=O)COC(=O)C5(O)CC)cn3COC)cn2COC)cn1COC,0.054,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCC(=O)ONc4c[nH]c(C(=O)Nc5c[nH]c(C(=O)Nc6cc[nH]c6)c5)c4)ccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCC(=O)ONc4cc(C(=O)NCCCN(C)C)n(COC)c4)ccc3nc2-1,0.094,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCC(=O)ONc4cc[nH]c4)ccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCCNC(=O)c4cc(NC(=O)c5cc(NC(=O)CCCN(C)C)cn5COC)cn4COC)ccc3nc2-1,0.077,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCCNC(=O)c4cc(NC(=O)c5ccc[nH]5)c[nH]4)ccc2nc1-3,train
CCOC(=O)c1cc(NC(=O)c2cc(NOC(=O)COc3ccc4nc5c(cc4c3)Cn3c-5cc4c(c3=O)COC(=O)C4(O)CC)cn2COC)cn1COC,0.082,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OCC(=O)ONc4c[nH]c(C(=O)Nc5cc[nH]c5)c4)ccc2nc1-3,train
O=C1C(O)=C(C(C2=C(O)C(=O)c3ccccc3C2=O)c2ccc(C(C3=C(O)C(=O)c4ccccc4C3=O)C3=C(O)C(=O)c4ccccc4C3=O)cc2)C(=O)c2ccccc21,0.132,O=C1C=C(C(C2=CC(=O)c3ccccc3C2=O)c2ccc(C(C3=CC(=O)c4ccccc4C3=O)C3=CC(=O)c4ccccc4C3=O)cc2)C(=O)c2ccccc21,train
O=c1c(C(c2ccc(C(c3c(O)oc4ccccc4c3=O)c3c(O)oc4ccccc4c3=O)cc2)c2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,0.133,O=c1c(C(c2ccc(C(c3coc4ccccc4c3=O)c3coc4ccccc4c3=O)cc2)c2coc3ccccc3c2=O)coc2ccccc12,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
O=C1NC(=O)c2c1c1c3ccc(O)cc3[nH]c1c1c2c2ccc(O)cc2n1C1OC(CO)C(O)C(O)C1O,0.155,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2ccccc2n1C1CCCCO1,train
O=C(O)CCCN1C(=O)c2ccccc2C2C(=O)c3ccccc3C21,0.932,O=C1NC2c3ccccc3C(=O)C2c2ccccc21,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.487,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
O=C1Oc2ccc(O)cc2C1=Cc1ccccc1,0.472,O=C1Oc2ccccc2C1=Cc1ccccc1,train
O=C1Oc2ccc(O)cc2C1=Cc1ccc(O)cc1,0.466,O=C1Oc2ccccc2C1=Cc1ccccc1,train
O=C1Oc2ccc(O)cc2C1=Cc1ccc(O)c(O)c1,0.32,O=C1Oc2ccccc2C1=Cc1ccccc1,train
O=C1Oc2ccc(O)cc2C1=Cc1cc(O)c(O)c(O)c1,0.276,O=C1Oc2ccccc2C1=Cc1ccccc1,train
COc1ccc(C=C2C(=O)Oc3ccccc32)cc1,0.468,O=C1Oc2ccccc2C1=Cc1ccccc1,train
COc1ccc(C=C2C(=O)Oc3ccccc32)cc1O,0.517,O=C1Oc2ccccc2C1=Cc1ccccc1,train
COc1cc(C=C2C(=O)Oc3ccccc32)ccc1O,0.517,O=C1Oc2ccccc2C1=Cc1ccccc1,train
O=C1Oc2ccccc2C1=Cc1ccc([N+](=O)[O-])cc1,0.276,O=C1Oc2ccccc2C1=Cc1ccccc1,train
O=C1Oc2ccccc2C1=Cc1ccc(F)cc1,0.434,O=C1Oc2ccccc2C1=Cc1ccccc1,train
CCOC(=O)Cc1ccc(C=C2C(=O)Oc3ccccc32)cc1,0.494,O=C1Oc2ccccc2C1=Cc1ccccc1,train
