molecule,smiles,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x1680f3d10>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680f3d80>,CC=CCC(=O)O,0.5261667329565904,2.7593466634471557,1.0372000000000001,37.3,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680f3df0>,CCC1=CC(C2=CC=CN3C=NC(=C4N=S(C=C2)c2cc4nnn2)NCCCCCC3)=C1,0.7295043958639021,6.708952731783036,4.409800000000003,78.66,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680f3e60>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cccc-3ncc2-1,0.5324483637337561,3.311460834811294,2.0312,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680f3ed0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2=C1C=NC=NC1=CC=CC1=C2,0.7572029643545809,4.8509667634244575,1.7627000000000002,93.25,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680f3f40>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(nc2-1)=CC=CC=CC=3,0.6316041184310377,4.052369077120483,0.6134000000000002,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc040>,CCC1(O)C(=O)OCC2=C[Si]C=C1N(Cc1c3nc4ccccc4ccp(F)c1-3)C2=O,0.4859578368442713,5.666964311077826,3.528400000000002,79.73,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc0b0>,C=CC(O)CCCC,0.5516400746479188,2.9374619506848276,1.7235,20.23,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc120>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc190>,CCC(O)C(=O)O,0.5115075981322802,2.8442225850452463,-0.15810000000000002,57.53,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc200>,CCCC1(O)c2cc3n(c(=O)c2COC1O)Cc1cc2ccccc2nc1-3,0.5699499303499728,3.757528418422889,2.2615,84.58,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc270>,CC1c2cc3n(c(=O)c2COC(=O)C1O)Cc1cc2ccccc2nc1-3,0.49131912630587454,3.6436385448551256,1.9464,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc2e0>,CC,0.3727855551576051,2.7475679189493913,1.0262,0.0,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc350>,CCCC=O,0.4443450475833798,2.734983411874161,0.9854,17.07,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc3c0>,CCCC(O)C=O,0.5217846948699637,3.263472811289591,0.3463,37.3,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc430>,CCC=C(C)O,0.4827205139218448,3.0388320867477,1.8582,20.23,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc4a0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2=CC3=CC=CC=CC321,0.7940724229432456,5.019647008647169,1.7465000000000002,68.53,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc510>,CC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.49217185644023226,3.378304078054537,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc580>,CCCC1(O)c2cc3n(c(=O)c2COC1O)Cc1cc2ccccccccc2nc1-3,0.5233394192756335,4.0417699984291895,3.385900000000002,84.58,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc5f0>,CC=C(C)C,0.38212381763757036,2.436529081589063,1.9725,0.0,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc660>,CCCC=O,0.4443450475833798,2.734983411874161,0.9854,17.07,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc6d0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc740>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ncccc3nc2-1,0.523157231790749,3.304118631069091,1.4746000000000001,94.31,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc7b0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc820>,CCCC1C(C)CC2(CCC)C(CC)C12O,0.7481006606296178,4.754619079636239,3.999900000000003,20.23,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc890>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc900>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2=Cc3ccccc3C=CC=C21,0.7805455701594342,3.7605111925050982,3.0101000000000013,68.53,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc970>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fc9e0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fca50>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cccnc3cc2-1,0.5327639891125654,3.3231028306532897,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fcac0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2=Cc3ccccc3N=CC=C21,0.7785008990861443,3.859609846351253,2.699200000000001,80.89,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fcb30>,C,0.3597849378839701,7.3284153846153846,0.6361,0.0,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fcba0>,CCC1(O)C(=O)OCc2c1cc1n(cc3cc4cccccccc-4[pH]n31)c2=O,0.49160856437781286,4.787564984610347,3.4671000000000034,72.41999999999999,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fcc10>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2[IH]1,0.2588949672870844,4.009195266523614,2.1550000000000007,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fcc80>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2=CC3=CC=CC(O)=CC=NC321,0.7240644425619328,5.640156066454019,1.6605000000000003,101.12,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fccf0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c3cccccc-3nc2-1,0.5324483637337561,3.2759211258715855,2.0312,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fcd60>,CCC,0.3854706587740357,1.7549570386349824,1.4163,0.0,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fcdd0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2=Cc3ccccc3[C-]CCN21,0.6102855659992554,4.526939077120483,2.19689,71.77,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fce40>,CC1(O)C(=O)OCCc2c1cc1n(c2=O)CC2=CC3=CC(O)=CC321,0.6865790755074064,5.2776631231205275,0.7284000000000002,88.76,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fceb0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fcf20>,CCC(=O)C(=O)O[IH],0.5137015914923548,3.942852945699535,0.591,43.370000000000005,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fcf90>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd000>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2=C[Se+]=Cc3ccccc3N=C21,0.5370959828511864,4.2805035001974066,1.3891,80.89,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd070>,CCCC=C(C)C(=O)OC,0.44413164224443974,2.4482723252553953,1.9058,26.3,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd0e0>,CCC1(O)C(=O)OCC2=C1C=C[IH]N(Cc1cc3c4ccn3c1n4)C2=O,0.36278780772414,5.583004333538505,1.8315,84.14,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd150>,C=CC(C)C(=O)O,0.5231146597223152,3.438857879162895,0.8931,37.3,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd1c0>,CCBr,0.4121785720964007,2.5718339617119064,1.4012,0.0,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd230>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd2a0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd310>,C=CCO,0.425825650815454,2.8447076618525955,0.1647,20.23,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd380>,CCNCCNCCC1CCNC2=C1C1=CC(=CC(OC)=C2)C=c2nnccc2=C1,0.5585618625294348,5.2053285612414175,0.900700000000002,71.1,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd3f0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.5327639891125654,3.1755009595514183,2.0796,81.42,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd460>,C=C1OCc2c(cc3n(c2=O)Cc2cc4ccccc4nc2-3)C1(O)CC,0.5752561192192789,3.433402414852874,3.0667000000000018,64.35,0.019,0.601,0.982
<rdkit.Chem.rdchem.Mol object at 0x1680fd4d0>,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(nc2-1)C=CC=CC=C[Se+]3,0.44467314493218335,4.902356698207023,1.3526000000000002,81.42,0.019,0.601,0.982
