action_type	activity_comment	activity_id	activity_properties	assay_chembl_id	assay_description	assay_type	assay_variant_accession	assay_variant_mutation	bao_endpoint	bao_format	bao_label	canonical_smiles	data_validity_comment	data_validity_description	document_chembl_id	document_journal	document_year	ligand_efficiency	molecule_chembl_id	molecule_pref_name	parent_molecule_chembl_id	pchembl_value	potential_duplicate	qudt_units	record_id	relation	src_id	standard_flag	standard_relation	standard_text_value	standard_type	standard_units	standard_upper_value	standard_value	target_chembl_id	target_organism	target_pref_name	target_tax_id	text_value	toid	type	units	uo_units	upper_value	value
	Active	5249730	[]	CHEMBL1687248	Inhibition of DNA topoisomerase 1-mediated supercoiled DNA relaxation at 0.1 mg/mL by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	O=C1c2ccccc2-c2nc(N3CCNCC3)c3ccccc3c21			CHEMBL1681779	Bioorg Med Chem	2011		CHEMBL1684625		CHEMBL1684625		0	http://qudt.org/vocab/unit#Percent	1336014		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	5249731	[]	CHEMBL1687248	Inhibition of DNA topoisomerase 1-mediated supercoiled DNA relaxation at 0.1 mg/mL by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CN1CCN(c2nc3c(c4ccccc24)Cc2ccccc2-3)CC1			CHEMBL1681779	Bioorg Med Chem	2011		CHEMBL1684626		CHEMBL1684626		0	http://qudt.org/vocab/unit#Percent	1336015		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	5249732	[]	CHEMBL1687248	Inhibition of DNA topoisomerase 1-mediated supercoiled DNA relaxation at 0.1 mg/mL by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	c1ccc2c(c1)Cc1c-2nc(N2CCOCC2)c2ccccc12			CHEMBL1681779	Bioorg Med Chem	2011		CHEMBL1684627		CHEMBL1684627		0	http://qudt.org/vocab/unit#Percent	1336016		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	5249733	[]	CHEMBL1687248	Inhibition of DNA topoisomerase 1-mediated supercoiled DNA relaxation at 0.1 mg/mL by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CCN1CCN(c2nc3c(c4ccccc24)Cc2ccccc2-3)CC1			CHEMBL1681779	Bioorg Med Chem	2011		CHEMBL1684628		CHEMBL1684628		0	http://qudt.org/vocab/unit#Percent	1336017		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	5249734	[]	CHEMBL1687248	Inhibition of DNA topoisomerase 1-mediated supercoiled DNA relaxation at 0.1 mg/mL by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CN1CCCN(c2nc3c(c4ccccc24)Cc2ccccc2-3)CC1			CHEMBL1681779	Bioorg Med Chem	2011		CHEMBL1684629		CHEMBL1684629		0	http://qudt.org/vocab/unit#Percent	1336018		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	5249735	[]	CHEMBL1687248	Inhibition of DNA topoisomerase 1-mediated supercoiled DNA relaxation at 0.1 mg/mL by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CCCCNc1nc2c(c3ccccc13)Cc1ccccc1-2			CHEMBL1681779	Bioorg Med Chem	2011		CHEMBL1684630		CHEMBL1684630		0	http://qudt.org/vocab/unit#Percent	1336019		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6153810	[]	CHEMBL1764750	Inhibition of topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 6.25 to 100 uM after 30 mins by SDS-PAGE	B			BAO_0000201	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(-c4ccncc4)ccc3nc2-1			CHEMBL1759959	Bioorg Med Chem Lett	2011		CHEMBL1762593		CHEMBL1762593		0	http://qudt.org/vocab/unit#Percent	1415095		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6153824	[]	CHEMBL1764750	Inhibition of topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 6.25 to 100 uM after 30 mins by SDS-PAGE	B			BAO_0000201	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(-c4ccncc4)ccc3nc2-1.Cl			CHEMBL1759959	Bioorg Med Chem Lett	2011		CHEMBL1762594		CHEMBL1762593		0	http://qudt.org/vocab/unit#Percent	1415096		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6164996	[]	CHEMBL1768646	Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled pGEM1 plasmid DNA at 10 to 250 uM after 30 mins by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	Cc1ccc(C2C3=C(Nc4[nH]c(=O)[nH]c(=O)c42)c2ccccc2C3=O)cc1C			CHEMBL1764968	J Med Chem	2011		CHEMBL1765298		CHEMBL1765298		0	http://qudt.org/vocab/unit#Percent	1415803		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6164997	[]	CHEMBL1768646	Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled pGEM1 plasmid DNA at 10 to 250 uM after 30 mins by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	Cc1ccc(-c2c3c(nc4[nH]c(=O)[nH]c(=O)c24)-c2ccccc2C3=O)cc1C			CHEMBL1764968	J Med Chem	2011		CHEMBL1765299		CHEMBL1765299		0	http://qudt.org/vocab/unit#Percent	1415804		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6164998	[]	CHEMBL1768647	Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled pGEM1 plasmid DNA at 100 uM after 30 mins by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1764968	J Med Chem	2011		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	1415828		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6164999	[]	CHEMBL1769893	Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled pGEM1 plasmid DNA at 250 uM after 30 mins by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CSc1ccc(C2C3=C(Nc4[nH]c(=O)[nH]c(=O)c42)c2ccccc2C3=O)cc1			CHEMBL1764968	J Med Chem	2011		CHEMBL1765308		CHEMBL1765308		0	http://qudt.org/vocab/unit#Percent	1415813		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6165000	[]	CHEMBL1769893	Inhibition of human DNA topoisomerase 1-mediated relaxation of supercoiled pGEM1 plasmid DNA at 250 uM after 30 mins by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CSc1ccc(-c2c3c(nc4[nH]c(=O)[nH]c(=O)c24)-c2ccccc2C3=O)cc1			CHEMBL1764968	J Med Chem	2011		CHEMBL1765309		CHEMBL1765309		0	http://qudt.org/vocab/unit#Percent	1415814		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Not Active	6165001	[]	CHEMBL1769894	Effect on human DNA topoisomerase 1-mediated supercoiled pGEM1 plasmid DNA cleavage complex stabilization at up to 100 uM by agarose gel electrophoresis	B			BAO_0000375	BAO_0000357	single protein format	Cc1ccc(C2C3=C(Nc4[nH]c(=O)[nH]c(=O)c42)c2ccccc2C3=O)cc1C			CHEMBL1764968	J Med Chem	2011		CHEMBL1765298		CHEMBL1765298		0		1415803		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
	Not Active	6165002	[]	CHEMBL1769894	Effect on human DNA topoisomerase 1-mediated supercoiled pGEM1 plasmid DNA cleavage complex stabilization at up to 100 uM by agarose gel electrophoresis	B			BAO_0000375	BAO_0000357	single protein format	Cc1ccc(-c2c3c(nc4[nH]c(=O)[nH]c(=O)c24)-c2ccccc2C3=O)cc1C			CHEMBL1764968	J Med Chem	2011		CHEMBL1765299		CHEMBL1765299		0		1415804		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
	Not Active	6165003	[]	CHEMBL1769894	Effect on human DNA topoisomerase 1-mediated supercoiled pGEM1 plasmid DNA cleavage complex stabilization at up to 100 uM by agarose gel electrophoresis	B			BAO_0000375	BAO_0000357	single protein format	CSc1ccc(C2C3=C(Nc4[nH]c(=O)[nH]c(=O)c42)c2ccccc2C3=O)cc1			CHEMBL1764968	J Med Chem	2011		CHEMBL1765308		CHEMBL1765308		0		1415813		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
	Not Active	6165004	[]	CHEMBL1769894	Effect on human DNA topoisomerase 1-mediated supercoiled pGEM1 plasmid DNA cleavage complex stabilization at up to 100 uM by agarose gel electrophoresis	B			BAO_0000375	BAO_0000357	single protein format	CSc1ccc(-c2c3c(nc4[nH]c(=O)[nH]c(=O)c24)-c2ccccc2C3=O)cc1			CHEMBL1764968	J Med Chem	2011		CHEMBL1765309		CHEMBL1765309		0		1415814		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
	Not Active	6199542	[]	CHEMBL1775337	Inhibition of human topoisomerase II mediated DNA relaxation at 1 to 100 uM	B			BAO_0000201	BAO_0000357	single protein format	Cc1ccc([N+](=O)[O-])c2c(NCCCC(=O)O)c3ccccc3nc12			CHEMBL1772950	J Med Chem	2011		CHEMBL1774125		CHEMBL1774125		0	http://qudt.org/vocab/unit#Percent	1421978		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Not Active	6199543	[]	CHEMBL1775337	Inhibition of human topoisomerase II mediated DNA relaxation at 1 to 100 uM	B			BAO_0000201	BAO_0000357	single protein format	Cc1ccc([N+](=O)[O-])c2c(NCCCC(=O)N[C@H](C(=O)N[C@@H](CCCCNC(=O)CN)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O)c3ccccc3nc12			CHEMBL1772950	J Med Chem	2011		CHEMBL1774126		CHEMBL1774126		0	http://qudt.org/vocab/unit#Percent	1421979		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6199544	[]	CHEMBL1775336	Inhibition of human topoisomerase I mediated DNA relaxation at 1 to 100 uM	B			BAO_0000201	BAO_0000357	single protein format	C[C@@H](O)[C@H](Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O			CHEMBL1772950	J Med Chem	2011		CHEMBL1773989		CHEMBL1773989		0	http://qudt.org/vocab/unit#Percent	1421781		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6199545	[]	CHEMBL1775336	Inhibition of human topoisomerase I mediated DNA relaxation at 1 to 100 uM	B			BAO_0000201	BAO_0000357	single protein format	O=C1CCC(=O)c2c1c(O)c1ccccc1c2O			CHEMBL1772950	J Med Chem	2011		CHEMBL1774129		CHEMBL1774129		0	http://qudt.org/vocab/unit#Percent	1421982		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
		6215036	[]	CHEMBL1785100	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 20 uM after 30 mins using ethidium bromide staining by transillumination analysis	B			BAO_0000201	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1781922	Eur J Med Chem	2011		CHEMBL65	CAMPTOTHECIN	CHEMBL65		1	http://qudt.org/vocab/unit#Percent	1426558	=	1	1	=		Inhibition	%		69.15	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH	%	UO_0000187		69.15
		6215037	[]	CHEMBL1785100	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 20 uM after 30 mins using ethidium bromide staining by transillumination analysis	B			BAO_0000201	BAO_0000357	single protein format	O=c1c2ccccc2oc2cc(OCC(O)CNCCCO)cc(O)c12			CHEMBL1781922	Eur J Med Chem	2011		CHEMBL1782150		CHEMBL1782150		0	http://qudt.org/vocab/unit#Percent	1426560	=	1	1	=		Inhibition	%		3.45	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH	%	UO_0000187		3.45
		6215038	[]	CHEMBL1785100	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 20 uM after 30 mins using ethidium bromide staining by transillumination analysis	B			BAO_0000201	BAO_0000357	single protein format	O=c1c2ccccc2oc2cc(OCC(O)CNCCO)cc(O)c12			CHEMBL1781922	Eur J Med Chem	2011		CHEMBL1782151		CHEMBL1782151		0	http://qudt.org/vocab/unit#Percent	1426561	=	1	1	=		Inhibition	%		1.08	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH	%	UO_0000187		1.08
		6215039	[]	CHEMBL1785100	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 20 uM after 30 mins using ethidium bromide staining by transillumination analysis	B			BAO_0000201	BAO_0000357	single protein format	O=c1c2ccccc2oc2cc(OCC(O)CN(CCO)CCO)cc(O)c12			CHEMBL1781922	Eur J Med Chem	2011		CHEMBL1782152		CHEMBL1782152		0	http://qudt.org/vocab/unit#Percent	1426562	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH	%	UO_0000187		0.0
		6215040	[]	CHEMBL1785100	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 20 uM after 30 mins using ethidium bromide staining by transillumination analysis	B			BAO_0000201	BAO_0000357	single protein format	O=c1c2ccccc2oc2cc(OCC(O)CSCCCO)cc(O)c12			CHEMBL1781922	Eur J Med Chem	2011		CHEMBL1782153		CHEMBL1782153		0	http://qudt.org/vocab/unit#Percent	1426563	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH	%	UO_0000187		0.0
		6215041	[]	CHEMBL1785100	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 20 uM after 30 mins using ethidium bromide staining by transillumination analysis	B			BAO_0000201	BAO_0000357	single protein format	O=c1c2ccccc2oc2cc(OCC(O)CSCCO)cc(O)c12			CHEMBL1781922	Eur J Med Chem	2011		CHEMBL1782154		CHEMBL1782154		0	http://qudt.org/vocab/unit#Percent	1426564	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH	%	UO_0000187		0.0
		6215042	[]	CHEMBL1785100	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 20 uM after 30 mins using ethidium bromide staining by transillumination analysis	B			BAO_0000201	BAO_0000357	single protein format	CCCNCC(O)COc1cc(O)c2c(=O)c3ccccc3oc2c1			CHEMBL1781922	Eur J Med Chem	2011		CHEMBL1782155		CHEMBL1782155		0	http://qudt.org/vocab/unit#Percent	1426565	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH	%	UO_0000187		0.0
		6215043	[]	CHEMBL1785100	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 20 uM after 30 mins using ethidium bromide staining by transillumination analysis	B			BAO_0000201	BAO_0000357	single protein format	O=c1c2ccccc2oc2cc(OCC(O)COCCO)cc(O)c12			CHEMBL1781922	Eur J Med Chem	2011		CHEMBL1782156		CHEMBL1782156		0	http://qudt.org/vocab/unit#Percent	1426566	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH	%	UO_0000187		0.0
		6215044	[]	CHEMBL1785100	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pBR322 DNA at 20 uM after 30 mins using ethidium bromide staining by transillumination analysis	B			BAO_0000201	BAO_0000357	single protein format	O=c1c2ccccc2oc2cc(OCC(Cl)CSCCCl)cc(O)c12			CHEMBL1781922	Eur J Med Chem	2011		CHEMBL1782157		CHEMBL1782157		0	http://qudt.org/vocab/unit#Percent	1426567	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH	%	UO_0000187		0.0
	Active	6223517	[]	CHEMBL1785641	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 1 to 50 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	COc1cc2c(=O)n(CCN(C)C)c3c4ccncc4ccc3c2cc1OC			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783536		CHEMBL1783536		0	http://qudt.org/vocab/unit#Percent	1428290		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223518	[]	CHEMBL1785641	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 1 to 50 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	COc1cc2c(=O)n(CCCN(C)C)c3c4ccncc4ccc3c2cc1OC			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783537		CHEMBL1783537		0	http://qudt.org/vocab/unit#Percent	1428291		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223519	[]	CHEMBL1785641	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 1 to 50 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CCN(CC)CCn1c(=O)c2cc(OC)c(OC)cc2c2ccc3cnccc3c21			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783538		CHEMBL1783538		0	http://qudt.org/vocab/unit#Percent	1428292		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223520	[]	CHEMBL1785641	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 1 to 50 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	COc1cc2c(=O)n(CCN(C)C)c3c4cccnc4ccc3c2cc1OC			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783539		CHEMBL1783539		0	http://qudt.org/vocab/unit#Percent	1428293		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223521	[]	CHEMBL1785641	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 1 to 50 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	COc1cc2c(=O)n(CCCN(C)C)c3c4cccnc4ccc3c2cc1OC			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783540		CHEMBL1783540		0	http://qudt.org/vocab/unit#Percent	1428294		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223522	[]	CHEMBL1785641	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 1 to 50 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CCN(CC)CCn1c(=O)c2cc(OC)c(OC)cc2c2ccc3ncccc3c21			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783541		CHEMBL1783541		0	http://qudt.org/vocab/unit#Percent	1428295		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223523	[]	CHEMBL1785641	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 1 to 50 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CN(C)CCCNc1nc2c3cccnc3ccc2c2cc3c(cc12)OCO3			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1784007		CHEMBL1784007		0	http://qudt.org/vocab/unit#Percent	1428902		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223524	[]	CHEMBL1785645	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.2 to 10 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	COc1cc2c(NCCN(C)C)nc3c4ccncc4ccc3c2cc1OC			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783998		CHEMBL1783998		0	http://qudt.org/vocab/unit#Percent	1428893		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223525	[]	CHEMBL1785645	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.2 to 10 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CCN(CC)CCCNc1nc2c3cccnc3ccc2c2cc3c(cc12)OCO3			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1784008		CHEMBL1784008		0	http://qudt.org/vocab/unit#Percent	1428903		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223526	[]	CHEMBL1785646	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.1 to 5 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	COc1cc2c[n+](C)c3c4cc5c(cc4ccc3c2cc1OC)OCO5.[Cl-]			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL8443	NITIDINE CHLORIDE	CHEMBL176008		0	http://qudt.org/vocab/unit#Percent	1428289		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223527	[]	CHEMBL1785646	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.1 to 5 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CN(C)CCn1c(=O)c2cc3c(cc2c2ccc4cnccc4c21)OCO3			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783542		CHEMBL1783542		0	http://qudt.org/vocab/unit#Percent	1428296		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223528	[]	CHEMBL1785646	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.1 to 5 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CN(C)CCCn1c(=O)c2cc3c(cc2c2ccc4cnccc4c21)OCO3			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783543		CHEMBL1783543		0	http://qudt.org/vocab/unit#Percent	1428297		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223529	[]	CHEMBL1785646	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.1 to 5 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CCN(CC)CCn1c(=O)c2cc3c(cc2c2ccc4cnccc4c21)OCO3			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783544		CHEMBL1783544		0	http://qudt.org/vocab/unit#Percent	1428298		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223530	[]	CHEMBL1785646	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.1 to 5 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CN(C)CCn1c(=O)c2cc3c(cc2c2ccc4ncccc4c21)OCO3			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783995		CHEMBL1783995		0	http://qudt.org/vocab/unit#Percent	1428890		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223531	[]	CHEMBL1785646	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.1 to 5 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CN(C)CCCn1c(=O)c2cc3c(cc2c2ccc4ncccc4c21)OCO3			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783996		CHEMBL1783996		0	http://qudt.org/vocab/unit#Percent	1428891		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223532	[]	CHEMBL1785646	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.1 to 5 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	CCN(CC)CCn1c(=O)c2cc3c(cc2c2ccc4ncccc4c21)OCO3			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783997		CHEMBL1783997		0	http://qudt.org/vocab/unit#Percent	1428892		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
	Active	6223533	[]	CHEMBL1785646	Inhibition of human recombinant topoisomerase 1-mediated relaxation of supercoiled pUC19 DNA assessed as formation of nicked DNA at 0.1 to 5 uM using ethidium bromide staining by agarose gel electrophoresis	B			BAO_0000201	BAO_0000357	single protein format	COc1cc2c(NCCN(C)C)nc3c4ccncc4ccc3c2cc1OC			CHEMBL1782029	Eur J Med Chem	2011		CHEMBL1783998		CHEMBL1783998		0	http://qudt.org/vocab/unit#Percent	1428893		1	0			Inhibition	%			CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			INH		UO_0000187		
