doid_code,doid_name,diseaseId,geneId,geneSymbol,geneName,diseaseName,score,NumberOfPubmeds,associationType,source
DOID:1324,lung cancer,umls:C0007131,8809,IL18R1,interleukin 18 receptor 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,8895,CPNE3,copine III,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,8914,TIMELESS,timeless circadian clock,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9020,MAP3K14,mitogen-activated protein kinase kinase kinase 14,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9043,SPAG9,sperm associated antigen 9,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9045,RPL14,ribosomal protein L14,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9048,ARTN,artemin,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9074,CLDN6,claudin 6,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9075,CLDN2,claudin 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9101,USP8,ubiquitin specific peptidase 8,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9113,LATS1,large tumor suppressor kinase 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9149,DYRK1B,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9185,REPS2,RALBP1 associated Eps domain containing 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9219,MTA2,"metastasis associated 1 family, member 2","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9232,PTTG1,pituitary tumor-transforming 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9254,CACNA2D2,"calcium channel, voltage-dependent, alpha 2/delta subunit 2","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9261,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9403,SEP15,15 kDa selenoprotein,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9431,OR7E22P,"olfactory receptor, family 7, subfamily E, member 22 pseudogene","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9448,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9497,SLC4A7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9518,GDF15,growth differentiation factor 15,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9519,TBPL1,TBP-like 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9521,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9540,TP53I3,tumor protein p53 inducible protein 3,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9564,BCAR1,breast cancer anti-estrogen resistance 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9584,RBM39,RNA binding motif protein 39,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,AlteredExpression,BeFree
DOID:1324,lung cancer,umls:C0007131,9595,CYTIP,cytohesin 1 interacting protein,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9628,RGS6,regulator of G-protein signaling 6,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9636,ISG15,ISG15 ubiquitin-like modifier,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9641,IKBKE,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9700,ESPL1,extra spindle pole bodies homolog 1 (S. cerevisiae),"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9730,VPRBP,Vpr (HIV-1) binding protein,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9739,SETD1A,SET domain containing 1A,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9759,HDAC4,histone deacetylase 4,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9768,KIAA0101,KIAA0101,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9820,CUL7,cullin 7,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9956,HS3ST2,heparan sulfate (glucosamine) 3-O-sulfotransferase 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9968,MED12,mediator complex subunit 12,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,9988,DMTF1,cyclin D binding myb-like transcription factor 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10000,AKT3,v-akt murine thymoma viral oncogene homolog 3,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10013,HDAC6,histone deacetylase 6,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10015,PDCD6IP,programmed cell death 6 interacting protein,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,GeneticVariation,BeFree
DOID:1324,lung cancer,umls:C0007131,10059,DNM1L,dynamin 1-like,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10063,COX17,COX17 cytochrome c oxidase copper chaperone,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10148,EBI3,Epstein-Barr virus induced 3,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10155,TRIM28,tripartite motif containing 28,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10168,ZNF197,zinc finger protein 197,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10188,TNK2,"tyrosine kinase, non-receptor, 2","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10194,TSHZ1,teashirt zinc finger homeobox 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10197,PSME3,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10210,TOPORS,"topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10211,FLOT1,flotillin 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10217,CTDSPL,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10238,DCAF7,DDB1 and CUL4 associated factor 7,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10249,GLYAT,glycine-N-acyltransferase,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10253,SPRY2,sprouty homolog 2 (Drosophila),"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10288,LILRB2,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10305,MMDK,"Mesomelic dysplasia, Kantaputra type","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10322,SMYD5,SMYD family member 5,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10365,KLF2,Kruppel-like factor 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10376,TUBA1B,"tubulin, alpha 1b","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10403,NDC80,NDC80 kinetochore complex component,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10432,RBM14,RNA binding motif protein 14,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10445,MCRS1,microspherule protein 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10491,CRTAP,cartilage associated protein,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10498,CARM1,coactivator-associated arginine methyltransferase 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10499,NCOA2,nuclear receptor coactivator 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10518,CIB2,calcium and integrin binding family member 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10533,ATG7,autophagy related 7,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,GeneticVariation,BeFree
DOID:1324,lung cancer,umls:C0007131,10573,MRPL28,mitochondrial ribosomal protein L28,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10599,SLCO1B1,"solute carrier organic anion transporter family, member 1B1","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10817,FRS3,fibroblast growth factor receptor substrate 3,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10849,CD3EAP,"CD3e molecule, epsilon associated protein","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,GeneticVariation,BeFree
DOID:1324,lung cancer,umls:C0007131,10855,HPSE,heparanase,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10864,SLC22A7,"solute carrier family 22 (organic anion transporter), member 7","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10921,RNPS1,"RNA binding protein S1, serine-rich domain","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10922,FASTK,Fas-activated serine/threonine kinase,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,10982,MAPRE2,"microtubule-associated protein, RP/EB family, member 2","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,11068,CYB561D2,"cytochrome b561 family, member D2","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,11074,TRIM31,tripartite motif containing 31,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,11116,FGFR1OP,FGFR1 oncogene partner,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,11167,FSTL1,follistatin-like 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,11168,PSIP1,PC4 and SFRS1 interacting protein 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,11181,TREH,trehalase (brush-border membrane glycoprotein),"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,11187,PKP3,plakophilin 3,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,11275,KLHL2,kelch-like family member 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,11326,VSIG4,V-set and immunoglobulin domain containing 4,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,22881,ANKRD6,ankyrin repeat domain 6,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,22904,SBNO2,strawberry notch homolog 2 (Drosophila),"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,22919,MAPRE1,"microtubule-associated protein, RP/EB family, member 1","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,22974,TPX2,"TPX2, microtubule-associated","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,22978,NT5C2,"5'-nucleotidase, cytosolic II","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23007,PLCH1,"phospholipase C, eta 1","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23013,SPEN,spen family transcriptional repressor,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23239,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23344,ESYT1,extended synaptotagmin-like protein 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23405,DICER1,"dicer 1, ribonuclease type III","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23426,GRIP1,glutamate receptor interacting protein 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23457,ABCB9,"ATP-binding cassette, sub-family B (MDR/TAP), member 9","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23504,RIMBP2,RIMS binding protein 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23524,SRRM2,serine/arginine repetitive matrix 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23541,SEC14L2,SEC14-like 2 (S. cerevisiae),"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23544,SEZ6L,seizure related 6 homolog (mouse)-like,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23549,DNPEP,aspartyl aminopeptidase,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,23588,KLHDC2,kelch domain containing 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,24137,KIF4A,kinesin family member 4A,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,25797,QPCT,glutaminyl-peptide cyclotransferase,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,25801,GCA,"grancalcin, EF-hand calcium binding protein","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,GeneticVariation,BeFree
DOID:1324,lung cancer,umls:C0007131,25816,TNFAIP8,"tumor necrosis factor, alpha-induced protein 8","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,25843,MOB4,"MOB family member 4, phocein","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,25852,ARMC8,armadillo repeat containing 8,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,25859,PART1,prostate androgen-regulated transcript 1 (non-protein coding),"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,25942,SIN3A,SIN3 transcription regulator family member A,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,26027,ACOT11,acyl-CoA thioesterase 11,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,GeneticVariation,BeFree
DOID:1324,lung cancer,umls:C0007131,26085,KLK13,kallikrein-related peptidase 13,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,26137,ZBTB20,zinc finger and BTB domain containing 20,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,26257,NKX2-8,NK2 homeobox 8,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,26585,GREM1,"gremlin 1, DAN family BMP antagonist","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,26872,STEAP1,six transmembrane epithelial antigen of the prostate 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,27086,FOXP1,forkhead box P1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,27303,RBMS3,"RNA binding motif, single stranded interacting protein 3","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,27316,RBMX,"RNA binding motif protein, X-linked","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,27342,RABGEF1,RAB guanine nucleotide exchange factor (GEF) 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,27346,TMEM97,transmembrane protein 97,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,28234,SLCO1B3,"solute carrier organic anion transporter family, member 1B3","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,28984,RGCC,regulator of cell cycle,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29072,SETD2,SET domain containing 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29102,DROSHA,"drosha, ribonuclease type III","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29107,NXT1,nuclear transport factor 2-like export factor 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29110,TBK1,TANK-binding kinase 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29127,RACGAP1,Rac GTPase activating protein 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29128,UHRF1,ubiquitin-like with PHD and ring finger domains 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29761,USP25,ubiquitin specific peptidase 25,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29775,CARD10,"caspase recruitment domain family, member 10","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29960,FTSJ2,FtsJ RNA methyltransferase homolog 2 (E. coli),"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29984,RHOD,ras homolog family member D,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,29991,OBP2A,odorant binding protein 2A,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,30827,CXXC1,CXXC finger protein 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,30846,EHD2,EH-domain containing 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,43847,KLK14,kallikrein-related peptidase 14,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,50514,DEC1,deleted in esophageal cancer 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,50604,IL20,interleukin 20,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,50848,F11R,F11 receptor,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,50855,PARD6A,par-6 family cell polarity regulator alpha,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,50861,STMN3,stathmin-like 3,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51008,ASCC1,activating signal cointegrator 1 complex subunit 1,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51074,APIP,APAF1 interacting protein,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51208,CLDN18,claudin 18,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51230,PHF20,PHD finger protein 20,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51256,TBC1D7,"TBC1 domain family, member 7","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51284,TLR7,toll-like receptor 7,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51297,BPIFA1,"BPI fold containing family A, member 1","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51364,ZMYND10,"zinc finger, MYND-type containing 10","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51374,ATRAID,all-trans retinoic acid-induced differentiation factor,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51450,PRRX2,paired related homeobox 2,"Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
DOID:1324,lung cancer,umls:C0007131,51552,RAB14,"RAB14, member RAS oncogene family","Carcinoma, Non-Small-Cell Lung",0.0002835045700936,1,Biomarker,BeFree
