action_type	activity_comment	activity_id	activity_properties	assay_chembl_id	assay_description	assay_type	assay_variant_accession	assay_variant_mutation	bao_endpoint	bao_format	bao_label	canonical_smiles	data_validity_comment	data_validity_description	document_chembl_id	document_journal	document_year	ligand_efficiency	molecule_chembl_id	molecule_pref_name	parent_molecule_chembl_id	pchembl_value	potential_duplicate	qudt_units	record_id	relation	src_id	standard_flag	standard_relation	standard_text_value	standard_type	standard_units	standard_upper_value	standard_value	target_chembl_id	target_organism	target_pref_name	target_tax_id	text_value	toid	type	units	uo_units	upper_value	value
		950020	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)nc2ccccc12.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL101497		CHEMBL1205470	6.60	0	http://www.openphacts.org/units/Nanomolar	188191	=	1	1	=		IC50	nM		250.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		250.0
		950021	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)nc2ccccc12.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL101497		CHEMBL1205470		0		188191	=	1	0	=		Relative potency			20.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				20.0
		951298	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1cc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL329307		CHEMBL1206957	7.26	0	http://www.openphacts.org/units/Nanomolar	188196	=	1	1	=		IC50	nM		55.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		55.0
		951299	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1cc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL329307		CHEMBL1206957		0		188196	=	1	0	=		Relative potency			90.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				90.0
		951396	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1cc(Sc2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL102168		CHEMBL1205485	9.30	0	http://www.openphacts.org/units/Nanomolar	188238	=	1	1	=		IC50	nM		0.5	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		0.5
		951397	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1cc(Sc2ccc(F)cc2)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL102168		CHEMBL1205485		0		188238	=	1	0	=		Relative potency			10000.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				10000.0
		954140	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	Cc1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2ccc(F)cc2)cc2ccccc12.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL102199		CHEMBL1205486	4.70	0	http://www.openphacts.org/units/Nanomolar	188239	=	1	1	=		IC50	nM		20000.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		20000.0
		954141	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	Cc1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2ccc(F)cc2)cc2ccccc12.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL102199		CHEMBL1205486		0		188239	<	1	0	<		Relative potency			1.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				1.0
		955447	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1cc(-c2ccc(F)cc2)c(OCC2C[C@@H](O)CC(=O)O2)c(C(C)C)c1			CHEMBL1125911	J Med Chem	1991.0		CHEMBL318707		CHEMBL318707	8.74	0	http://www.openphacts.org/units/Nanomolar	188214	=	1	1	=		IC50	nM		1.8	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		1.8
		955448	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1cc(-c2ccc(F)cc2)c(OCC2C[C@@H](O)CC(=O)O2)c(C(C)C)c1			CHEMBL1125911	J Med Chem	1991.0		CHEMBL318707		CHEMBL318707		0		188214	=	1	0	=		Relative potency			250.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				250.0
		960378	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OC[C@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c2)cc(-c2ccc(F)cc2)c1OC[C@H](O)C[C@@H](O)CC(=O)[O-].[Na+].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL321076		CHEMBL1206882		0	http://www.openphacts.org/units/Nanomolar	188194	>	1	1	>		IC50	nM		1000.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		1000.0
		960379	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OC[C@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c2)cc(-c2ccc(F)cc2)c1OC[C@H](O)C[C@@H](O)CC(=O)[O-].[Na+].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL321076		CHEMBL1206882		0		188194	<	1	0	<		Relative potency			5.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				5.0
		961586	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CCC(C)(C)C(=O)NC(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL101600		CHEMBL1205473	4.82	0	http://www.openphacts.org/units/Nanomolar	188186	=	1	1	=		IC50	nM		15000.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		15000.0
		961587	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CCC(C)(C)C(=O)NC(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL101600		CHEMBL1205473		0		188186	<	1	0	<		Relative potency			1.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				1.0
		961590	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	Cc1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)nc2ccccc12.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL103139		CHEMBL1205493		0	http://www.openphacts.org/units/Nanomolar	188192	>	1	1	>		IC50	nM		5000.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		5000.0
		961591	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	Cc1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)nc2ccccc12.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL103139		CHEMBL1205493		0		188192	<	1	0	<		Relative potency			1.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				1.0
		964193	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1cc(-c2ccc(F)cc2)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL100165		CHEMBL1205456	7.52	0	http://www.openphacts.org/units/Nanomolar	188198	=	1	1	=		IC50	nM		30.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		30.0
		964194	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1cc(-c2ccc(F)cc2)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL100165		CHEMBL1205456		0		188198	=	1	0	=		Relative potency			150.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				150.0
		964201	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c2)cc(-c2ccc(F)cc2)c1[O-].[Na+].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL101831		CHEMBL1205479		0	http://www.openphacts.org/units/Nanomolar	188195	>	1	1	>		IC50	nM		1700.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		1700.0
		964202	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1cc(SC(C)(C)Sc2cc(-c3ccc(F)cc3)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c2)cc(-c2ccc(F)cc2)c1[O-].[Na+].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL101831		CHEMBL1205479		0		188195	<	1	0	<		Relative potency			3.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				3.0
		965780	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CCC(C)(C)C(=O)NC(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL101600		CHEMBL1205473	5.00	0	http://www.openphacts.org/units/Nanomolar	188227	=	1	1	=		IC50	nM		10000.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		10000.0
		965781	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CCC(C)(C)C(=O)NC(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL101600		CHEMBL1205473		0		188227	<	1	0	<		Relative potency			1.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				1.0
		969309	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1cc(-c2ccccc2)cc(CC2CCCCC2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL99838		CHEMBL1205454	7.00	0	http://www.openphacts.org/units/Nanomolar	188183	=	1	1	=		IC50	nM		100.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		100.0
		969310	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1cc(-c2ccccc2)cc(CC2CCCCC2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL99838		CHEMBL1205454		0		188183	=	1	0	=		Relative potency			50.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				50.0
		969313	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1c(O)c(C(C)C)c(C(C)C)c(OCC(O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL321768		CHEMBL1206886	8.25	0	http://www.openphacts.org/units/Nanomolar	188193	=	1	1	=		IC50	nM		5.6	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		5.6
		969314	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1c(O)c(C(C)C)c(C(C)C)c(OCC(O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL321768		CHEMBL1206886		0		188193	=	1	0	=		Relative potency			900.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				900.0
		969433	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21			CHEMBL1125911	J Med Chem	1991.0		CHEMBL503	LOVASTATIN	CHEMBL503	7.30	1	http://www.openphacts.org/units/Nanomolar	188215	=	1	1	=		IC50	nM		50.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		50.0
		969434	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21			CHEMBL1125911	J Med Chem	1991.0		CHEMBL503	LOVASTATIN	CHEMBL503		0		188215	=	1	0	=		Relative potency			100.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				100.0
		975610	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2ccc(F)cc2)cc2ccccc12.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL317142		CHEMBL1206848	5.46	0	http://www.openphacts.org/units/Nanomolar	188199	=	1	1	=		IC50	nM		3500.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		3500.0
		975611	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2ccc(F)cc2)cc2ccccc12.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL317142		CHEMBL1206848		0		188199	=	1	0	=		Relative potency			2.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				2.0
		977981	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	Cc1nc2ccccc2c(-c2ccccc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL102112		CHEMBL1205483		0	http://www.openphacts.org/units/Nanomolar	188190	>	1	1	>		IC50	nM		5000.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		5000.0
		977982	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	Cc1nc2ccccc2c(-c2ccccc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL102112		CHEMBL1205483		0		188190	<	1	0	<		Relative potency			1.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				1.0
		978101	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	O=C([O-])C[C@H](O)CC(O)COc1c(Cl)cc(Cl)cc1C(F)(F)C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL321713		CHEMBL1206884	5.60	0	http://www.openphacts.org/units/Nanomolar	188217	=	1	1	=		IC50	nM		2500.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		2500.0
		978102	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	O=C([O-])C[C@H](O)CC(O)COc1c(Cl)cc(Cl)cc1C(F)(F)C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL321713		CHEMBL1206884		0		188217	=	1	0	=		Relative potency			2.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				2.0
		979400	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(C)c1cc(C(C)(C)C)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL317777		CHEMBL1206853		0	http://www.openphacts.org/units/Nanomolar	188197	>	1	1	>		IC50	nM		500.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		500.0
		979401	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(C)c1cc(C(C)(C)C)cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL317777		CHEMBL1206853		0		188197	<	1	0	<		Relative potency			10.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				10.0
		979498	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CCC(C)(C)OC(=O)C(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL323344		CHEMBL1206901	5.77	0	http://www.openphacts.org/units/Nanomolar	188228	=	1	1	=		IC50	nM		1700.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		1700.0
		979499	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CCC(C)(C)OC(=O)C(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL323344		CHEMBL1206901		0		188228	=	1	0	=		Relative potency			3.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				3.0
		981850	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CCC(C)(C)OC(=O)C(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL323344		CHEMBL1206901	4.92	0	http://www.openphacts.org/units/Nanomolar	188180	=	1	1	=		IC50	nM		12000.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		12000.0
		981851	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CCC(C)(C)OC(=O)C(c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC(=O)[O-])C1CCCCC1.[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL323344		CHEMBL1206901		0		188180	<	1	0	<		Relative potency			1.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				1.0
		984464	[]	CHEMBL692247	Inhibition of the incorporation of sodium [14C]acetate into cholesterol in HEP G2 cells.	F			BAO_0000190	BAO_0000219	cell-based format	CC(=O)[O-].CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c(C(C)C)c(O)c1-c1ccc(F)cc1.[Na+].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL177545		CHEMBL1206034	8.39	0	http://www.openphacts.org/units/Nanomolar	188237	=	1	1	=		IC50	nM		4.1	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			IC50	nM	UO_0000065		4.1
		984465	[]	CHEMBL692248	Inhibition of HMG-CoA reductase compared to mevinolin.	F			BAO_0000179	BAO_0000019	assay format	CC(=O)[O-].CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)c(C(C)C)c(O)c1-c1ccc(F)cc1.[Na+].[Na+]			CHEMBL1125911	J Med Chem	1991.0		CHEMBL177545		CHEMBL1206034		0		188237	=	1	0	=		Relative potency			1200.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			Relative potency				1200.0
		991001	[]	CHEMBL692680	In vitro ability to inhibit HMG-CoA reductase	B			BAO_0000190	BAO_0000357	single protein format	CCC[C@@H]1CC[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]1COC(=O)C(C)(C)CC			CHEMBL1125855	Bioorg Med Chem Lett	1991.0	{'bei': '18.89', 'le': '0.37', 'lle': '3.69', 'sei': '7.78'}	CHEMBL151437		CHEMBL151437	8.10	0	http://www.openphacts.org/units/Nanomolar	289061	=	1	1	=		IC50	nM		8.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			I50	uM	UO_0000065		0.008
		1005889	[]	CHEMBL692680	In vitro ability to inhibit HMG-CoA reductase	B			BAO_0000190	BAO_0000357	single protein format	CCC[C@@H]1CCC[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]1COC(=O)C(C)(C)CC			CHEMBL1125855	Bioorg Med Chem Lett	1991.0	{'bei': '13.92', 'le': '0.27', 'lle': '1.60', 'sei': '5.54'}	CHEMBL149702		CHEMBL149702	5.77	0	http://www.openphacts.org/units/Nanomolar	289064	=	1	1	=		IC50	nM		1700.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			I50	uM	UO_0000065		1.7
		1008273	[]	CHEMBL692680	In vitro ability to inhibit HMG-CoA reductase	B			BAO_0000190	BAO_0000357	single protein format	CCC(C)(C)C(=O)OC[C@H]1CCCC[C@@H]1CCC(O)C[C@@H](O)CC(=O)O			CHEMBL1125855	Bioorg Med Chem Lett	1991.0	{'bei': '14.33', 'le': '0.28', 'lle': '2.20', 'sei': '5.13'}	CHEMBL147231		CHEMBL147231	5.34	0	http://www.openphacts.org/units/Nanomolar	289062	=	1	1	=		IC50	nM		4600.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			I50	uM	UO_0000065		4.6
		1021109	[]	CHEMBL692680	In vitro ability to inhibit HMG-CoA reductase	B			BAO_0000190	BAO_0000357	single protein format	C[C@H]1C=CC[C@H](COC(=O)C(C)(C)C)[C@H]1CCC(O)CC(O)CC(=O)O	Outside typical range	Values for this activity type are unusually large/small, so may not be accurate	CHEMBL1125855	Bioorg Med Chem Lett	1991.0		CHEMBL149701		CHEMBL149701		0	http://www.openphacts.org/units/Nanomolar	289065	=	1	1	=		IC50	nM		1500000.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			I50	uM	UO_0000065		1500.0
		1022346	[]	CHEMBL692680	In vitro ability to inhibit HMG-CoA reductase	B			BAO_0000190	BAO_0000357	single protein format	CCC[C@@H]1CCC[C@H](/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]1COC(=O)C(C)(C)CC			CHEMBL1125855	Bioorg Med Chem Lett	1991.0	{'bei': '12.87', 'le': '0.25', 'lle': '1.37', 'sei': '5.10'}	CHEMBL146964		CHEMBL146964	5.31	0	http://www.openphacts.org/units/Nanomolar	289066	=	1	1	=		IC50	nM		4900.0	CHEMBL402	Homo sapiens	3-hydroxy-3-methylglutaryl-coenzyme A reductase	9606			I50	uM	UO_0000065		4.9
